Id	Remarks	Name	ShowName	Level	NpcType	NpcFigure	Portrait	Scale	ParticleScale	CauseStiff	AcceptStiff	AcceptStiffEffect	AddHpMax	AddEpMax	AddAd	AddADp	AddMDp	AddCri	AddPow	AddBackHitPow	AddCrackPow	AddHpRecover	AddEpRecover	AddSpd	AddWalkSpd	AddFireDam	AddFireErd	AddIceDam	AddIceErd	AddPoisonDam	AddPoisonErd	AddWeight	AddRps	AddAttackRange	SuperArmor	ViewRange	GohomeRange	ReleaseTime	IsRange	SkillList	DeadSkill	CanMove	CanHitMove	CanRotate	Model	ActionId	BornEffect	BornEffectTime	BornAnimTime	BornEffect	MeetEnemyImpact	MeetEnemyStayTime	MeetEnemyWalkTime	TauntSound	HitSound	IsAttachControler	AttachNodeName	CanBomb	Cross2StandTime	Cross2RunTime	DeadAnimTime	AvoidanceRadius	ShapeType	ShapeParamNum	ShapeParamName0	ShapeParam0	ShapeParamName1	ShapeParam1	ShapeParamName2	ShapeParam2	ShapeParamName3	ShapeParam3	ShapeParamName4	ShapeParam4	ShapeParamName5	ShapeParam5	ShapeParamName6	ShapeParam6	ShapeParamName7	ShapeParam7
205611	Òø¶Ü¾ü¼¤¹âÇ¹±ø	Òø¶Ü¼¤¹â±ø		56	0	0	G1043			TRUE			30293600	10000	76960	14000	14000	5	150	105	105	0	0	250	112	0	39200	0	39200	0	39200	0	50	600	FALSE	10	1000	400	TRUE	300401|300402		TRUE	TRUE	TRUE	Monster/Campaign_Wild/04_SilverShield/5_Mon_SSLaser_01	1043	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205612	Òø¶Ü¾ü½£¶Ü±ø	Òø¶Ü½£±ø		56	0	1	G1044			TRUE			43940400	10000	60320	14000	14000	5	150	105	105	0	0	250	112	0	39200	0	39200	0	39200	0	50	600	FALSE	10	1000	400	TRUE	300403|300404|300413		TRUE	TRUE	TRUE	Monster/Campaign_Wild/04_SilverShield/5_Mon_SSLancer_01	1045	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02	30010009	1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205613	Òø¶Ü¾ü³¤Ç¹±ø	Òø¶ÜÇ¹±ø		56	0	1	G1045			TRUE			37617000	10000	70080	14000	14000	5	150	105	105	0	0	250	112	0	39200	0	39200	0	39200	0	50	600	FALSE	10	1000	400	TRUE	300405|300406|300407|300408|300409|300410|300411|300412		TRUE	TRUE	TRUE	Monster/Campaign_Wild/04_SilverShield/5_Mon_SSPike_01	1046	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02	30010009	1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205621	Ï¯ÁÐ	Ï¯ÁÐ		56	0	2	G5012	1.1		TRUE			128159500	10000	174720	28000	28000	25	190	155	155	0	0	400	150	0	39200	0	39200	0	39200	0	50	600	FALSE	10	1000	400	TRUE	380201|380202|380203|380205|380207|380209|380210		TRUE	TRUE	TRUE	Monster/BOSS/5_BOSS_XiLie_01	5012	Monster_FX/Boss/6_Mon_BossSign_01			Monster_FX/Boss/6_Mon_BossSign_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
#¾«Ó¢5-7																																																																																
205701	¹Ç¸«Ð¡ÀÇÈË	¹Ç¸«Ð¡ÀÇÈË		57	0	0	G1022	1.1		FALSE			30249000	10000	73360	14250	14250	5	150	105	105	0	0	400	150	0	39900	0	39900	0	39900	0	50	600	FALSE	7	1000	400	TRUE	300203|300204		TRUE	TRUE	TRUE	Monster/Campaign_Wild/02_Blof/5_Mon_Blof_02	1022	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205702	Àû×¦ÀÇÈË¾«Ó¢Ï÷Èõ°æ	Àû×¦ÀÇÈË		57	0	0	G1021	0.7		FALSE			52339200	10000	100320	28500	28500	5	150	105	105	0	0	600	200	0	39900	0	39900	0	39900	0	50	600	FALSE	7	1000	400	TRUE	300201|300202		TRUE	TRUE	TRUE	Monster/Campaign_Wild/02_Blof/5_Mon_Blof_01	1021	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02	30010009	1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205711	Àû×¦ÀÇÈË¾«Ó¢	Àû×¦¾«Ó¢ÀÇ		57	0	1	G1021	1.2		TRUE			62339200	10000	132320	28500	28500	5	150	105	105	0	0	600	200	0	39900	0	39900	0	39900	0	50	600	FALSE	7	1000	400	TRUE	300201|300202		TRUE	TRUE	TRUE	Monster/Campaign_Wild/02_Blof/5_Mon_Blof_01	1021	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02	30010009	1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205712	¹Ç¸«Ð¡ÀÇÈË¾«Ó¢¹Ö	¹Ç¸«¾«Ó¢ÀÇ		57	0	1	G1022	1.7		TRUE			52339200	10000	148320	28500	28500	5	150	105	105	0	0	400	150	0	39900	0	39900	0	39900	0	50	600	FALSE	7	1000	400	TRUE	300203|300204		TRUE	TRUE	TRUE	Monster/Campaign_Wild/02_Blof/5_Mon_Blof_02	1022	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205713	¶ÀÑÛ¾ÞÈË´ó´¸	¾ÞÈËËéÁÑÕß		57	0	2	G1061	1.4		TRUE			45373500	10000	58720	28500	28500	25	190	105	105	0	0	500	200	0	39900	0	39900	0	39900	0	50	600	FALSE	7	1000	400	TRUE	300701|300702		TRUE	TRUE	TRUE	Monster/Campaign_Wild/07_OEOrc/5_Mon_OneyeOrc_01	1071	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02	30010009	1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205714	¶ÀÑÛ¾ÞÈË¾ÞÊ¯	¾ÞÈËÍ¶ÖÀÕß		57	0	2	G1062	1.4		TRUE			49373500	10000	52320	28500	28500	25	190	105	105	0	0	500	200	0	39900	0	39900	0	39900	0	50	600	FALSE	10	1000	400	TRUE	300703|300704		TRUE	TRUE	TRUE	Monster/Campaign_Wild/07_OEOrc/5_Mon_OneyeOrc_02	1072	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02	30010009	1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205721	ÈËÓãÍõ×Ó	ÄÂÀ­		57	0	2	G5018	1					132339200	10000	180320	28500	28500	25	190	155	155	0	0	400	150	0	39900	0	39900	0	39900	0	50	600	FALSE	10	1000	400	TRUE	380601|380602|380603|380604|380605|380606|380607|380608|380609|380610|380611		TRUE	TRUE	TRUE	Monster/BOSS/5_Boss_RenYuWangZi_01	5018	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
#¾«Ó¢5-8																																																																																
205801	½©Ê¬ÄÐ³à	ÊÈÑª½©Ê¬ÄÐ		58	0	0	G2011			FALSE			39023600	10000	70080	14500	14500	5	150	105	105	0	0	200	50	0	40600	0	40600	0	40600	0	50	600	FALSE	7	1000	400	TRUE	310101|310102		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/01_Zombie/5_Mon_Zombie_01	2011	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205802	½©Ê¬ÄÐÇà	¾ç¶¾½©Ê¬ÄÐ		58	0	0	G2012			FALSE			42023600	10000	67680	14500	14500	5	150	105	105	0	0	200	50	0	40600	0	40600	0	40600	0	50	600	FALSE	7	1000	400	TRUE	310104|310103		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/01_Zombie/5_Mon_Zombie_02	2012	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205803	½©Ê¬Å®	ÀäÑª½©Ê¬Å®		58	0	0	G2013			FALSE			34023600	10000	80480	14500	14500	5	150	105	105	0	0	200	50	0	40600	0	40600	0	40600	0	50	600	FALSE	7	1000	400	TRUE	310105|310106		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/01_Zombie/5_Mon_Zombie_03	2013	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205804	÷¼÷Ã½£¶Ü	÷¼÷Ã½£¶Ü±ø		58	0	0	G2021			FALSE			46828400	10000	64400	14500	14500	5	150	105	105	0	0	345	112	0	40600	0	40600	0	40600	0	50	600	FALSE	7	1000	400	TRUE	310201|310202		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonSword_01	2021	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205805	÷¼÷Ã¹Ç°ô	÷¼÷Ã¹Ç°ô±ø		58	0	0	G2022			FALSE			31218900	10000	74480	14500	14500	5	150	105	105	0	0	345	112	0	40600	0	40600	0	40600	0	50	600	FALSE	7	1000	400	TRUE	310204|310203		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonBone_01	2022	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205806	÷¼÷Ã¸«Í·	÷¼÷Ã¸«ÊÖ		58	0	0	G2023			FALSE			39023600	10000	67680	14500	14500	5	150	105	105	0	0	345	112	0	40600	0	40600	0	40600	0	50	600	FALSE	7	1000	400	TRUE	310205|310206		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/02_Skeleton/5_Mon_SkeletonAxe_01	2023	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205807	¿ó¹¤³úÍ·	¿ó¹¤ÍÚ¾òÕß		58	0	0	G2031			FALSE			41828400	10000	70800	14500	14500	5	150	105	105	0	0	345	112	0	40600	0	40600	0	40600	0	50	600	FALSE	7	1000	400	TRUE	310303|310304		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/03_Miner/5_Mon_HoeMiner_01	2031	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205808	¿ó¹¤Ë®¾§±¬ÆÆÕß	¿ó¹¤±¬ÆÆÕß		58	0	0	G2032			FALSE			46582600	10000	140320	29000	29000	5	150	105	105	0	0	345	112	0	40600	0	40600	0	40600	0	50	600	FALSE	10	1000	400	TRUE	310301	310305	TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/03_Miner/5_Mon_BombMiner_01	2032	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205811	ËÀÁé·¨Ê¦¾«Ó¢¹Ö	ËÀÁé´ó·¨Ê¦		58	0	0	G2041			TRUE			44582600	10000	144320	29000	29000	5	150	105	105	0	0	400	112	0	40600	0	40600	0	40600	0	50	600	FALSE	10	1000	400	TRUE	310401|310403|310408|310407|310411		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/04_Necro/5_Mon_Necromancer_01	2041	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205812	ËÀÁéÎ×Ê¦¾«Ó¢¹Ö	ËÀÁé´óÎ×Ê¦		58	0	0	G2042			TRUE			47582600	10000	135520	29000	29000	5	150	105	105	0	0	400	112	0	40600	0	40600	0	40600	0	50	600	FALSE	10	1000	400	TRUE	310405|310406|310407|310408|310410		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/04_Necro/5_Mon_Necromancer_02	2042	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205813	Ê¬¸¯ÊÞ¾«Ó¢¹Ö	Ê¬¸¯ÊÞÍõ		58	0	1	G1062	1.2		TRUE			66582600	10000	124320	29000	29000	5	150	105	105	0	0	345	112	0	40600	0	40600	0	40600	0	50	600	FALSE	10	1000	400	TRUE	310501|310502|310503		TRUE	TRUE	TRUE	Monster/Campaign_Dungeon/05_Carrion/5_Mon_Carrion_01	2051	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205821	Ñ×ÊÞ	Ñ×ÊÞ		58	0	2	G5021	1.3		TRUE			136582600	10000	180320	29000	29000	25	190	155	155	0	0	600	150	0	116000	0	40600	0	40600	0	50	600	FALSE	20	1000	400	TRUE	381001|381002|381003|381004|381006|381012		TRUE	TRUE	TRUE	Monster/Boss/5_IP_YanShou_01	5021	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
#¾«Ó¢5-9																																																																																
205901	ÍÐÀµ±ÙÂê½£¶Ü±ø	µ¶·æ½£¶Ü±ø		59	0	0	G3012			FALSE			48306800	10000	76640	14500	14500	5	150	105	105	0	0	345	112	0	41300	0	41300	0	41300	0	50	600	FALSE	10	1000	400	TRUE	320101|320102		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMBlade_01	3011	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205902	ÍÐÀµ±ÙÂê³¤Ã¬±ø	µ¶·æ³¤Ã¬±ø		59	0	0	G3012			FALSE			40255600	10000	84880	14500	14500	5	150	105	105	0	0	345	112	0	41300	0	41300	0	41300	0	50	600	FALSE	10	1000	400	TRUE	320103|320104|320105		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMSpear_01	3012	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205903	ÍÐÀµ±ÙÂêåó¼ý±ø	µ¶·æåó¼ý±ø		59	0	0	G3013			FALSE			32204500	10000	91840	14500	14500	5	150	105	105	0	0	345	112	0	41300	0	41300	0	41300	0	50	600	FALSE	10	1000	400	TRUE	320106|320107		TRUE	TRUE	TRUE	Monster/Campaign_Desert/01_TLPMArmy/5_Mon_TLPMCBow_01	3013	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205904	Ê¥ÎÀ¾ü·ÉÂÖ±ø	Ê¥ÎÀ·ÉÂÖ±ø		59	0	0	G3023			FALSE			33204500	10000	79920	14500	14500	5	150	105	105	0	0	345	112	0	41300	0	41300	0	41300	0	50	600	FALSE	10	1000	400	TRUE	320206|320207		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJFlywheel_01	3023	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205911	Ê¥ÎÀ¾ü½£¶Ü±ø	Ê¥ÎÀ½£¶Ü±ø		59	0	1	G3021			TRUE			49306800	10000	86240	14500	14500	5	150	105	105	0	0	345	112	0	41300	0	41300	0	41300	0	50	600	FALSE	10	1000	400	TRUE	320201|320202|320203		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJBlade_01	3021	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205912	Ê¥ÎÀ¾ü³¤Ã¬±ø	Ê¥ÎÀ³¤Ã¬±ø		59	0	1	G3022			TRUE			41255600	10000	94480	14500	14500	5	150	105	105	0	0	345	112	0	41300	0	41300	0	41300	0	50	600	FALSE	10	1000	400	TRUE	320204|320205		TRUE	TRUE	TRUE	Monster/Campaign_Desert/02_SWJ/5_Mon_SWJSpear_01	3022	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205913	Ó°ÈÐ´Ì¿Í	Ó°ÈÐ´Ì¿Í		59	0	0	G3031			TRUE			58306800	10000	132320	14500	14500	5	150	155	155	0	0	345	112	0	41300	0	41300	0	41300	0	50	600	FALSE	10	1000	400	TRUE	320301|320302|320303|320308|320309		TRUE	TRUE	TRUE	Monster/Campaign_Desert/03_Assassin/5_Mon_Assassin_01	3031	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205914	Ó°ÈÐ·ÉïÚ	Ó°ÈÐÉ±ÊÖ		59	0	0	G3032			TRUE			48306800	10000	148320	14500	14500	5	150	155	155	0	0	345	112	0	41300	0	41300	0	41300	0	50	600	FALSE	10	1000	400	TRUE	320304|320305|320306|320308|320309		TRUE	TRUE	TRUE	Monster/Campaign_Desert/03_Assassin/5_Mon_Assassin_02	3032	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
205921	¹ÅË¹À¼Âê	Ê¥³Ç»¤·¨Íõ		59	0	2	G5025						145384800	10000	184640	29000	29000	25	190	155	155	0	0	400	150	0	41300	0	41300	0	41300	0	50	600	FALSE	10	1000	400	TRUE	381101|381102|381104|381106|381107		TRUE	TRUE	TRUE	Monster/Boss/5_IP_Gusilanma_01	5025	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
#¾«Ó¢6-1																																																																																
206101	¸«Í·²¼Â³·ò	¸ç²¼ÁÖ¸«ÊÖ		60	0	0	G1011	1		FALSE			43457400	10000	86560	15000	15000	5	150	105	105	0	0	300	100	0	42000	0	42000	0	42000	0	50	200	FALSE	7	1000	400	TRUE	300103|300104		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_01	1011	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
206102	ÖÀÃ¬²¼Â³·ò	¸ç²¼ÁÖÃ¬±ø		60	0	0	G1012	1		FALSE			34766000	10000	95280	15000	15000	5	150	105	105	0	0	300	100	0	42000	0	42000	0	42000	0	50	200	FALSE	10	1000	400	TRUE	300105		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_02	1012	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
206103	×Ý»ð²¼Â³·ò	¸ç²¼ÁÖ»ðÍ½		60	0	0	G1014	1		FALSE			31766000	10000	103280	15000	15000	5	150	105	105	0	0	300	100	0	42000	0	42000	0	42000	0	50	200	FALSE	10	1000	3000	TRUE	300106	300123	TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_04	1014	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
206111	¸«Í·²¼Â³·ò¾«Ó¢¹Ö	¾«Ó¢¸«ÊÖ		60	0	1	G1011	1.8		TRUE			72100900	10000	142480	30000	30000	5	150	105	105	0	0	300	100	0	42000	0	42000	0	42000	0	50	200	FALSE	7	1000	400	TRUE	300126		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_01	1011	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
206112	ÖÀÃ¬²¼Â³·ò¾«Ó¢¹Ö	¾«Ó¢Ã¬±ø		60	0	1	G1012	1.8		TRUE			66100900	10000	150480	30000	30000	5	150	105	105	0	0	450	150	0	42000	0	42000	0	42000	0	50	200	FALSE	10	1000	400	TRUE	300125		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_02	1012	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
206113	×Ý»ð²¼Â³·ò¾«Ó¢¹Ö	¾«Ó¢»ðÍ½		60	0	1	G1014	1.8		TRUE			62100900	10000	152880	30000	30000	5	150	105	105	0	0	450	150	0	42000	0	42000	0	42000	0	50	200	FALSE	10	1000	3000	TRUE	300124	300123	TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_04	1014	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
206114	²¼Â³·ò¾«Ó¢¹Ö	¸ç²¼ÁÖ¾«Ó¢		60	0	1	G1013	1.8		TRUE			82100900	10000	144080	30000	30000	5	150	105	105	0	0	500	200	0	42000	0	42000	0	42000	0	50	200	FALSE	7	1000	400	TRUE	300101|300102		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Mon_Bluelf_03	1013	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02	30010009	1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
206121	¸ç²¼ÁÖboss	¸ç²¼ÁÖÇõ³¤		60	0	2	G1015			TRUE			152100900	10000	190480	30000	30000	5	150	105	105	0	0	500	200	0	42000	0	42000	0	42000	0	50	200	FALSE	13	1000	400	TRUE	300111|300112|300113|300114|300115		TRUE	TRUE	TRUE	Monster/Campaign_Wild/01_Bluelf/5_Boss_Goblin_01	1015	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
#¾«Ó¢6-2																																																																																
206201	¹Ç¸«Ð¡ÀÇÈË	¹Ç¸«Ð¡ÀÇÈË		60	0	0	G1022	1.1		FALSE			43457400	10000	86560	15000	15000	5	150	105	105	0	0	400	150	0	42000	0	42000	0	42000	0	50	600	FALSE	7	1000	400	TRUE	300203|300204		TRUE	TRUE	TRUE	Monster/Campaign_Wild/02_Blof/5_Mon_Blof_02	1022	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02		1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
206202	Àû×¦ÀÇÈË¾«Ó¢Ï÷Èõ°æ	Àû×¦ÀÇÈË		60	0	0	G1021	0.7		FALSE			49100900	10000	104880	30000	30000	5	150	105	105	0	0	600	200	0	42000	0	42000	0	42000	0	50	600	FALSE	7	1000	400	TRUE	300201|300202		TRUE	TRUE	TRUE	Monster/Campaign_Wild/02_Blof/5_Mon_Blof_01	1021	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02	30010009	1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
206203	¶ÀÑÛ¾ÞÈË´ó´¸Ï÷Èõ°æ	¾ÞÈË´¸ÊÖ		60	0	0	G1061	0.6		FALSE			52100900	10000	110480	15000	15000	25	190	105	105	0	0	500	200	0	42000	0	42000	0	42000	0	50	600	FALSE	7	1000	400	TRUE	300701|300702		TRUE	TRUE	TRUE	Monster/Campaign_Wild/07_OEOrc/5_Mon_OneyeOrc_01	1071	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02	30010009	1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
206204	¶ÀÑÛ¾ÞÈË¾ÞÊ¯Ï÷Èõ°æ	¾ÞÈËÊ¯±ø		60	0	0	G1062	0.6		FALSE			72100900	10000	118480	15000	15000	25	190	105	105	0	0	500	200	0	42000	0	42000	0	42000	0	50	600	FALSE	10	1000	400	TRUE	300703|300704		TRUE	TRUE	TRUE	Monster/Campaign_Wild/07_OEOrc/5_Mon_OneyeOrc_02	1072	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02	30010009	1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
206211	Àû×¦ÀÇÈË¾«Ó¢	Àû×¦¾«Ó¢ÀÇ		60	0	1	G1021	1.2		TRUE			72100900	10000	142480	30000	30000	5	150	105	105	0	0	600	200	0	42000	0	42000	0	42000	0	50	600	FALSE	7	1000	400	TRUE	300201|300202		TRUE	TRUE	TRUE	Monster/Campaign_Wild/02_Blof/5_Mon_Blof_01	1021	Monster_FX/Campaign_Wild/6_Monster_ChuSheng_01	2		Monster_FX/Campaign_Wild/6_Monster_ChuSheng_02	30010009	1000	1500					FALSE				1	Circle	1	°ë¾¶	0.3														
