Rank	NickName	HeroId	Level	FightScore	EquipInfo	XSoulInfo	PartnerInfo	SkillInfo
6472	维多利亚居里	2	30	6750	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	120001*1*0|120341*30*1|120641*30*2|120541*30*3|120841*30*4
6473	威廉爱迪生	1	30	6750	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	160001*1*0|160801*30*1|160401*30*2|161001*30*3|161601*30*4
6474	端木星光	2	30	6750	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	120001*1*0|120241*30*1|120341*30*2|120641*30*3|120541*30*4
6475	宇文展鹏	1	30	6750	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	160001*1*0|160801*30*1|160401*30*2|161001*30*3|161601*30*4
6476	尼古拉斯布莱恩	2	30	6750	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	120001*1*0|120241*30*1|120341*30*2|120641*30*3|120541*30*4
6477	我爱欧文	1	30	6750	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	160001*1*0|160201*30*1|160801*30*2|160401*30*3|161001*30*4
6478	皮特派克	2	30	6750	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	120001*1*0|120141*30*1|120241*30*2|120341*30*3|120641*30*4
6479	东方雨华	1	30	6750	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	160001*1*0|160201*30*1|160801*30*2|160401*30*3|161001*30*4
6480	TFBOY小雨	2	30	6750	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	120001*1*0|120141*30*1|120241*30*2|120341*30*3|120641*30*4
6481	专情的布莱曼	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	160001*1*0|160801*29*1|160401*29*2|161601*29*3|160101*29*4
6482	司徒光远	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	120001*1*0|120241*29*1|120341*29*2|120541*29*3|120841*29*4
6483	诸葛康时	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	160001*1*0|160801*29*1|160401*29*2|161601*29*3|160101*29*4
6484	杰西卡普希金	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	120001*1*0|120241*29*1|120341*29*2|120541*29*3|120841*29*4
6485	邬星雅	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	160001*1*0|160201*29*1|160401*29*2|161001*29*3|161601*29*4
6486	罗密欧布鲁姆	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	120001*1*0|120141*29*1|120341*29*2|120641*29*3|120541*29*4
6487	弗兰西斯德普	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	160001*1*0|160201*29*1|160401*29*2|161001*29*3|161601*29*4
6488	我爱里奥内尔	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	120001*1*0|120141*29*1|120341*29*2|120641*29*3|120541*29*4
6489	褚元正	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	160001*1*0|160401*29*1|161001*29*2|161601*29*3|160101*29*4
6490	我爱维多利亚	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	120001*1*0|120341*29*1|120641*29*2|120541*29*3|120841*29*4
6491	宗政作人	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	160001*1*0|160401*29*1|161001*29*2|161601*29*3|160101*29*4
6492	龙安佳	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	120001*1*0|120341*29*1|120641*29*2|120541*29*3|120841*29*4
6493	TFBOY星腾	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	160001*1*0|160801*29*1|160401*29*2|161001*29*3|161601*29*4
6494	邬世道	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	120001*1*0|120241*29*1|120341*29*2|120641*29*3|120541*29*4
6495	加里凯瑞	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	160001*1*0|160801*29*1|160401*29*2|161001*29*3|161601*29*4
6496	邬建如	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	120001*1*0|120241*29*1|120341*29*2|120641*29*3|120541*29*4
6497	宇文修文	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	160001*1*0|160201*29*1|160801*29*2|160401*29*3|161001*29*4
6498	窦巍昂	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	120001*1*0|120141*29*1|120241*29*2|120341*29*3|120641*29*4
6499	窦博延	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	160001*1*0|160201*29*1|160801*29*2|160401*29*3|161001*29*4
6500	巴顿奥斯本	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10008*6*3|10002*6*3|10001*6*3	120001*1*0|120141*29*1|120241*29*2|120341*29*3|120641*29*4
6501	欧阳锐思	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	160001*1*0|160801*29*1|160401*29*2|161601*29*3|160101*29*4
6502	窦逸明	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	120001*1*0|120241*29*1|120341*29*2|120541*29*3|120841*29*4
6503	欧阳玉龙	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	160001*1*0|160801*29*1|160401*29*2|161601*29*3|160101*29*4
6504	宗政天韵	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	120001*1*0|120241*29*1|120341*29*2|120541*29*3|120841*29*4
6505	史蒂芬费恩斯	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	160001*1*0|160201*29*1|160401*29*2|161001*29*3|161601*29*4
6506	穆岫铧	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	120001*1*0|120141*29*1|120341*29*2|120641*29*3|120541*29*4
6507	东方学林	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	160001*1*0|160201*29*1|160401*29*2|161001*29*3|161601*29*4
6508	窦景同	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	120001*1*0|120141*29*1|120341*29*2|120641*29*3|120541*29*4
6509	应泽群	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	160001*1*0|160401*29*1|161001*29*2|161601*29*3|160101*29*4
6510	邬靖轩	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	120001*1*0|120341*29*1|120641*29*2|120541*29*3|120841*29*4
6511	宇文文乐	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	160001*1*0|160401*29*1|161001*29*2|161601*29*3|160101*29*4
6512	姬南西	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	120001*1*0|120341*29*1|120641*29*2|120541*29*3|120841*29*4
6513	摩根波特	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	160001*1*0|160801*29*1|160401*29*2|161001*29*3|161601*29*4
6514	金S罗伯茨	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	120001*1*0|120241*29*1|120341*29*2|120641*29*3|120541*29*4
6515	轩辕俊喆	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	160001*1*0|160801*29*1|160401*29*2|161001*29*3|161601*29*4
6516	席姿轩	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	120001*1*0|120241*29*1|120341*29*2|120641*29*3|120541*29*4
6517	宗政恺乐	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	160001*1*0|160201*29*1|160801*29*2|160401*29*3|161001*29*4
6518	席写意	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	120001*1*0|120141*29*1|120241*29*2|120341*29*3|120641*29*4
6519	端木俊弼	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	160001*1*0|160201*29*1|160801*29*2|160401*29*3|161001*29*4
6520	我爱爱德华	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10005*6*3|10002*6*3|10001*6*3	120001*1*0|120141*29*1|120241*29*2|120341*29*3|120641*29*4
6521	东方和悌	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	160001*1*0|160801*29*1|160401*29*2|161601*29*3|160101*29*4
6522	宗政宏毅	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	120001*1*0|120241*29*1|120341*29*2|120541*29*3|120841*29*4
6523	申屠浩渺	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	160001*1*0|160801*29*1|160401*29*2|161601*29*3|160101*29*4
6524	科波拉	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	120001*1*0|120241*29*1|120341*29*2|120541*29*3|120841*29*4
6525	伍海涵	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	160001*1*0|160201*29*1|160401*29*2|161001*29*3|161601*29*4
6526	端木阳成	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	120001*1*0|120141*29*1|120341*29*2|120641*29*3|120541*29*4
6527	长孙扬	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	160001*1*0|160201*29*1|160401*29*2|161001*29*3|161601*29*4
6528	盗墓者X雁蓉	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	120001*1*0|120141*29*1|120341*29*2|120641*29*3|120541*29*4
6529	赫连修永	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	160001*1*0|160401*29*1|161001*29*2|161601*29*3|160101*29*4
6530	哈利居里	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	120001*1*0|120341*29*1|120641*29*2|120541*29*3|120841*29*4
6531	克洛泽	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	160001*1*0|160401*29*1|161001*29*2|161601*29*3|160101*29*4
6532	尼古拉斯居里	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	120001*1*0|120341*29*1|120641*29*2|120541*29*3|120841*29*4
6533	盗墓者X朝伟	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	160001*1*0|160801*29*1|160401*29*2|161001*29*3|161601*29*4
6534	玛丽普希金	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	120001*1*0|120241*29*1|120341*29*2|120641*29*3|120541*29*4
6535	长孙兴	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	160001*1*0|160801*29*1|160401*29*2|161001*29*3|161601*29*4
6536	保罗克鲁斯	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	120001*1*0|120241*29*1|120341*29*2|120641*29*3|120541*29*4
6537	慕容宏博	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	160001*1*0|160201*29*1|160801*29*2|160401*29*3|161001*29*4
6538	长孙萍	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	120001*1*0|120141*29*1|120241*29*2|120341*29*3|120641*29*4
6539	威廉罗伯茨	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	160001*1*0|160201*29*1|160801*29*2|160401*29*3|161001*29*4
6540	奥黛丽唐尼	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10004*6*3|10003*6*3|10005*6*3	120001*1*0|120141*29*1|120241*29*2|120341*29*3|120641*29*4
6541	哈利凯奇	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	160001*1*0|160801*29*1|160401*29*2|161601*29*3|160101*29*4
6542	窦宏阔	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	120001*1*0|120241*29*1|120341*29*2|120541*29*3|120841*29*4
6543	伍珂卉	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	160001*1*0|160801*29*1|160401*29*2|161601*29*3|160101*29*4
6544	珍妮弗雨果	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	120001*1*0|120241*29*1|120341*29*2|120541*29*3|120841*29*4
6545	爱乐小主I虹玉	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	160001*1*0|160201*29*1|160401*29*2|161001*29*3|161601*29*4
6546	宇文勇军	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	120001*1*0|120141*29*1|120341*29*2|120641*29*3|120541*29*4
6547	端木凯康	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	160001*1*0|160201*29*1|160401*29*2|161001*29*3|161601*29*4
6548	司徒嘉懿	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	120001*1*0|120141*29*1|120341*29*2|120641*29*3|120541*29*4
6549	上官俊哲	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	160001*1*0|160401*29*1|161001*29*2|161601*29*3|160101*29*4
6550	艾玛邦德	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	120001*1*0|120341*29*1|120641*29*2|120541*29*3|120841*29*4
6551	令狐成仁	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	160001*1*0|160401*29*1|161001*29*2|161601*29*3|160101*29*4
6552	我爱加里	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	120001*1*0|120341*29*1|120641*29*2|120541*29*3|120841*29*4
6553	狩猎者布莱曼	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	160001*1*0|160801*29*1|160401*29*2|161001*29*3|161601*29*4
6554	尼古拉斯邦德	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	120001*1*0|120241*29*1|120341*29*2|120641*29*3|120541*29*4
6555	应宇锋	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	160001*1*0|160801*29*1|160401*29*2|161001*29*3|161601*29*4
6556	科比汉克斯	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	120001*1*0|120241*29*1|120341*29*2|120641*29*3|120541*29*4
6557	苗浩宇	1	30	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	160001*1*0|160201*29*1|160801*29*2|160401*29*3|161001*29*4
6558	夏侯建中	2	30	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	120001*1*0|120141*29*1|120241*29*2|120341*29*3|120641*29*4
6559	哈利罗伯茨	1	30	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	160001*1*0|160201*29*1|160801*29*2|160401*29*3|161001*29*4
6560	艾玛乔治	2	30	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*6*3600*-1	10007*6*3|10006*6*3|10005*6*3	120001*1*0|120141*29*1|120241*29*2|120341*29*3|120641*29*4
6561	茱丽叶派克	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160801*29*1|160401*29*2|161601*29*3|160101*29*4
6562	安吉丽娜	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120241*29*1|120341*29*2|120541*29*3|120841*29*4
6563	保罗罗伯茨	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160801*29*1|160401*29*2|161601*29*3|160101*29*4
6564	慕容修竹	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120241*29*1|120341*29*2|120541*29*3|120841*29*4
6565	殷尚东	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160201*29*1|160401*29*2|161001*29*3|161601*29*4
6566	大卫克鲁斯	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120141*29*1|120341*29*2|120641*29*3|120541*29*4
6567	百里明轩	1	29	6525	35101*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160201*29*1|160401*29*2|161001*29*3|161601*29*4
6568	詹姆斯华盛顿	2	29	6525	35107*15*34003|35102*15*34006|35103*15*34006|35104*15*34006|35105*15*34003|35106*15*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120141*29*1|120341*29*2|120641*29*3|120541*29*4
6569	苗颜萁	1	29	6525	36101*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301010*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	160001*1*0|160401*29*1|161001*29*2|161601*29*3|160101*29*4
6570	轩辕康适	2	29	6525	36107*15*34003|36102*15*34006|36103*15*34006|36104*15*34006|36105*15*34003|36106*15*34003|302011*1*0	301020*5*1200*-1	10008*5*2|10002*5*2|10001*5*2	120001*1*0|120341*29*1|120641*29*2|120541*29*3|120841*29*4
